28/8/97-Default
Ch#	high_gain	low_gain
0	110		110
1	110		110
2	110		110
3	110		110
4	110		110
5	110		110
6	110		110
7	110		110
8	110		110
9	110		110
10	110		110
11	110		110
12	110		110
13	110		110
14	110		110
15	110		110
16	110		110
17	110		110
18	110		110
19	110		110
20	110		110
21	110		110
22	110		110
23	110		110
24	110		110
25	110		110
26	110		110
27	110		110
28	110		110
29	110		110
30	110		110
31	110		110

